Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
41709682,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",5,4.27,Knopf,Hardcover,351,2019,2019,2019/07/18,2019/04/30,"5-star, lingering-effect","5-star (#98), lingering-effect (#43)",read,,,,1,,,0,,,,,
12497,No Country for Old Men,Cormac McCarthy,"McCarthy, Cormac",,"=""0375706674""","=""9780375706677""",4,4.11,Vintage,Paperback,309,2006,2005,2019/07/26,2019/03/22,"audiobook, library, lingering-effect","audiobook (#88), library (#118), lingering-effect (#42)",read,,,,1,,,0,,,,,
21343,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"Lencioni, Patrick",,"=""0787960756""","=""9780787960759""",4,4.07,Jossey-Bass,Hardcover,227,2002,2002,2019/11/18,2019/11/18,"audiobook, business, non-fiction, lingering-effect","audiobook (#97), business (#13), non-fiction (#60), lingering-effect (#41)",read,,,,1,,,0,,,,,
22929598,At Hawthorn Time,Melissa  Harrison,"Harrison, Melissa",,"=""1620409941""","=""9781620409947""",5,3.73,Bloomsbury USA,Hardcover,288,2015,2015,2020/04/20,2020/03/30,"audiobook, library, 5-star, lingering-effect","audiobook (#110), library (#152), 5-star (#105), lingering-effect (#40)",read,,,,1,,,0,,,,,
5890,The Woman in White,Wilkie Collins,"Collins, Wilkie",Matthew Sweet,"=""0141439610""","=""9780141439617""",5,3.99,Penguin Classics,Paperback,672,2003,1859,2020/05/31,2020/04/30,"rnz-lockdown, audiobook, library, 5-star","rnz-lockdown (#1), audiobook (#112), library (#155), 5-star (#106)",read,,,,1,,,0,,,,,
42074525,"The City We Became (Great Cities, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",3,4.00,Orbit,Hardcover,437,2020,2020,2020/05/25,2020/02/28,,,read,,,,1,,,0,,,,,
39507318,The Library Book,Susan Orlean,"Orlean, Susan",,"=""1476740186""","=""9781476740188""",3,3.89,Simon & Schuster,Hardcover,317,2018,2018,2020/05/09,2020/03/30,"bookclub, library, non-fiction","bookclub (#22), library (#154), non-fiction (#70)",read,,,,1,,,0,,,,,
22875103,The Fishermen,Chigozie Obioma,"Obioma, Chigozie",,"=""0316338370""","=""9780316338370""",5,3.86,"Little, Brown and Company",Hardcover,297,2015,2015,2020/02/12,2020/01/22,"audiobook, library, 5-star, booker-shortlist, bookclub","audiobook (#103), library (#142), 5-star (#103), booker-shortlist (#26), bookclub (#25)",read,,,,1,,,0,,,,,
41081373,"Girl, Woman, Other",Bernardine Evaristo,"Evaristo, Bernardine",,"=""0241364906""","=""9780241364901""",5,4.40,Hamish Hamilton,Hardcover,453,2019,2019,2020/01/07,2019/10/16,"bookers, 5-star, bookclub","bookers (#55), 5-star (#101), bookclub (#24)",read,,,,1,,,0,,,,,
45889853,"Women, Men and the Whole Damn Thing",David Leser,"Leser, David",,"=""""","=""9781925266108""",3,4.20,Allen & Unwin,Paperback,336,2019,,2020/05/02,2020/01/27,"audiobook, library, business, non-fiction","audiobook (#111), library (#153), business (#14), non-fiction (#69)",read,,,,1,,,0,,,,,
24885533,The Paper Menagerie and Other Stories,Ken Liu,"Liu, Ken",,"=""1481442546""","=""9781481442541""",4,4.38,Gallery / Saga Press,Hardcover,464,2016,2016,2020/04/23,2020/03/13,,,read,,,,1,,,0,,,,,
32187419,Conversations with Friends,Sally Rooney,"Rooney, Sally",,"=""""","=""""",4,3.81,Hogarth,Kindle Edition,304,2017,2017,2020/04/14,2020/02/26,"library, books-about-boozing, religion","library (#148), books-about-boozing (#42), religion (#29)",read,,,,1,,,0,,,,,
13507212,Bring Up the Bodies,Hilary Mantel,"Mantel, Hilary",,"=""""","=""""",4,4.24,"Henry Holt & Company, Inc.",Hardcover,412,2012,2012,,2018/02/22,costa-whitbread,costa-whitbread (#15),read,,,,1,,,0,,,,,
15790842,"Life After Life (Todd Family, #1)",Kate Atkinson,"Atkinson, Kate",,"=""0316176486""","=""9780316176484""",4,3.76,Reagan Arthur Books,Hardcover,531,2013,2013,,2018/02/22,costa-whitbread,costa-whitbread (#14),read,,,,1,,,0,,,,,
32884495,"Death's End (Remembrance of Earth’s Past, #3)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""1784971650""","=""9781784971656""",4,4.43,Head of Zeus,Paperback,724,2017,2010,2020/04/08,2020/03/07,,,read,,,,1,,,0,,,,,
45895362,How Much of These Hills Is Gold,C Pam Zhang,"Zhang, C Pam",,"=""0525537201""","=""9780525537205""",0,3.85,Riverhead Books,Hardcover,288,2020,2020,,2020/04/04,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
52878453,Death in Her Hands,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""1984879359""","=""9781984879356""",0,3.21,Penguin Press,Hardcover,259,2020,2020,,2020/03/31,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
40147915,Where Reasons End,Yiyun Li,"Li, Yiyun",,"=""198481737X""","=""9781984817372""",3,3.74,Random House,Hardcover,170,2019,2019,2020/03/23,2020/03/03,"pen-faulkner-award, audiobook, library","pen-faulkner-award (#9), audiobook (#108), library (#150)",read,,,,1,,,0,,,,,
27161156,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,"Vance, J.D.",,"=""0062300547""","=""9780062300546""",4,3.92,Harper,Hardcover,264,2016,2016,2020/03/16,2020/03/10,"audiobook, library, books-about-boozing, non-fiction","audiobook (#107), library (#149), books-about-boozing (#41), non-fiction (#67)",read,,,,1,,,0,,,,,
52163147,The Hidden Girl and Other Stories,Ken Liu,"Liu, Ken",,"=""1982134038""","=""9781982134037""",0,3.98,Saga Press,Hardcover,411,2020,2020,,2020/03/13,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
43064139,Everything Inside,Edwidge Danticat,"Danticat, Edwidge",,"=""0525521275""","=""9780525521273""",0,3.77,Knopf Publishing Group,Hardcover,224,2019,2019,,2020/03/12,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
34112641,Barking Dogs,Rebekah Clarkson,"Clarkson, Rebekah",,"=""""","=""""",4,3.60,Affirm Press,Kindle Edition,176,2017,,2020/03/07,2019/01/13,"rnz-2018, bookclub","rnz-2018 (#2), bookclub (#19)",read,,,,1,,,0,,,,,
365990,"The Crossing (The Border Trilogy, #2)",Cormac McCarthy,"McCarthy, Cormac",,"=""0394574753""","=""9780394574752""",3,4.13,Knopf Publishing Group,Hardcover,426,1994,1994,2020/03/04,2020/02/24,"audiobook, library, religion","audiobook (#104), library (#145), religion (#28)",read,,,,1,,,0,,,,,
45993330,Actress,Anne Enright,"Enright, Anne",,"=""1324005629""","=""9781324005629""",0,3.50,W. W. Norton  Company,Hardcover,265,2020,2020,,2020/02/28,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
167302,The Story of Lucy Gault,William Trevor,"Trevor, William",,"=""014200331X""","=""9780142003312""",4,3.76,Penguin Books,Paperback,240,2003,2002,2020/02/26,2019/09/05,"library, war, booker-shortlist","library (#144), war (#62), booker-shortlist (#25)",read,,,,1,,,0,,,,,
23398173,Great Military Disasters: From Bannockburn to Stalingrad,Julian Spilsbury,"Spilsbury, Julian",,"=""1848668996""","=""9781848668997""",3,3.21,Quercus Publishing,Paperback,304,2015,2010,2017/02/19,2017/01/14,"non-fiction, war","non-fiction (#34), war (#47)",read,,,,1,,,0,,,,,
36667206,All Among The Barley,Melissa  Harrison,"Harrison, Melissa",,"=""1408897997""","=""9781408897997""",5,3.92,Bloomsbury Publishing,Hardcover,352,2018,2018,2020/02/12,2020/01/27,"bookclub, library, 5-star, books-about-boozing","bookclub (#20), library (#143), 5-star (#102), books-about-boozing (#40)",read,,,,1,,,0,,,,,
43811212,Quichotte,Salman Rushdie,"Rushdie, Salman",,"=""178733192X""","=""9781787331921""",4,3.82,Jonathan Cape,Paperback,393,2019,2019,2020/02/03,2019/09/06,"booker-shortlist, library","booker-shortlist (#24), library (#139)",read,4.5,,,1,,,0,,,,,
13369533,The Old Ways: A Journey on Foot,Robert Macfarlane,"Macfarlane, Robert",,"=""0241143810""","=""9780241143810""",0,4.16,Hamish Hamilton,Hardcover,433,2012,2012,,2020/01/27,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
44525549,Horror Stories: A Memoir,Liz Phair,"Phair, Liz",,"=""0525511989""","=""9780525511984""",4,3.70,Random House,Hardcover,261,2019,2019,2020/01/18,2020/01/14,"audiobook, library, non-fiction, books-about-boozing, cold, lingering-effect","audiobook (#101), library (#140), non-fiction (#66), books-about-boozing (#39), cold (#10), lingering-effect (#39)",read,,,,1,,,0,,,,,
44037144,Chances Are...,Richard Russo,"Russo, Richard",,"=""1101947748""","=""9781101947746""",4,3.78,Knopf Publishing Group,Hardcover,320,2019,2019,2020/01/13,2019/09/05,"books-about-boozing, religion","books-about-boozing (#38), religion (#27)",read,,,,1,,,0,,,,,
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",4,4.27,PanMacmillan,Hardcover,600,2015,2015,2020/01/12,2019/02/06,"audiobook, library","audiobook (#100), library (#138)",read,,,,1,,,0,,,,,
44499845,The Bompas & Parr Cocktail Book: Recipes for Mixing Extraordinary Drinks,Sam Bompas,"Bompas, Sam",Harry Parr,"=""1911624849""","=""9781911624844""",4,4.00,Pavilion Books,Hardcover,128,2019,,2020/01/04,2020/01/04,"books-about-boozing, non-fiction","books-about-boozing (#37), non-fiction (#65)",read,,,,1,,,0,,,,,
38463,If Beale Street Could Talk,James Baldwin,"Baldwin, James",,"=""0307275930""","=""9780307275936""",4,4.26,Vintage,Paperback,197,2006,1974,2019/12/31,2019/12/03,bookclub,bookclub (#17),read,,,,1,,,0,,,,,
44318414,The Dutch House,Ann Patchett,"Patchett, Ann",,"=""0062963678""","=""9780062963673""",5,4.11,Harper,Hardcover,337,2019,2019,2019/12/27,2019/09/27,"library, 5-star","library (#137), 5-star (#100)",read,,,,1,,,0,,,,,
17349023,We Are Water,Wally Lamb,"Lamb, Wally",,"=""0061941026""","=""9780061941023""",3,3.81,Harper,Hardcover,561,2013,2013,2019/12/18,2019/12/03,"audiobook, library, religion","audiobook (#99), library (#135), religion (#26)",read,"This was feeling 4-star, but it lacked restraint towards the end... too many eye-rolling moments. Good page-turner nonetheless.",,,1,,,0,,,,,
248787,The World Without Us,Alan Weisman,"Weisman, Alan",,"=""""","=""""",3,3.80,Thomas Dunne Books,Hardcover,324,2007,2007,2019/12/21,2019/12/08,"library, non-fiction","library (#136), non-fiction (#61)",read,,,,1,,,0,,,,,
41825565,Flight: The Evolution of Aviation,Stephen Woolford,"Woolford, Stephen",Carl Warner,"=""0233005749""","=""9780233005744""",4,3.43,Andre Deutsch,Hardcover,160,2019,2015,2019/12/19,2019/12/14,"aviation, non-fiction","aviation (#7), non-fiction (#62)",read,,,,1,,,0,,,,,
43521795,Complete Book of the Tube,Oliver Green,"Green, Oliver",Benjamin Graham,"=""0711240132""","=""9780711240131""",0,4.50,White Lion Publishing,Hardcover,272,2019,,,2019/12/18,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
33080122,"The Calculating Stars (Lady Astronaut, #1)",Mary Robinette Kowal,"Kowal, Mary Robinette",,"=""""","=""""",0,3.99,Tor Books,Paperback,431,2018,2018,,2019/12/18,"to-read, hugo","to-read (#21), hugo (#20)",to-read,,,,0,,,0,,,,,
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",Carlo Prosperi,"=""0307352145""","=""9780307352149""",0,4.06,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,2019/12/17,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
49231178,The Absolute Book,Elizabeth Knox,"Knox, Elizabeth",,"=""""","=""9781776562305""",0,3.67,Victoria University Press ,Paperback,656,2019,2021,,2019/12/08,"to-read, bookclub","to-read (#19), bookclub (#18)",to-read,,,,0,,,0,,,,,
34220501,50 Self Help Classics 2nd Edition: Your shortcut to the most important ideas on happiness and fulfilment,Tom Butler-Bowdon,"Butler-Bowdon, Tom",,"=""1473658284""","=""9781473658288""",4,3.92,Nicholas Brealey,Paperback,312,2017,2003,2019/12/12,2019/09/23,non-fiction,non-fiction (#58),read,,,,1,,,0,,,,,
42975172,"The Testaments (The Handmaid's Tale, #2)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",4,4.20,Nan A. Talese,Hardcover,422,2019,2019,2019/12/03,2019/09/06,bookers,bookers (#54),read,,,,1,,,0,,,,,
6149,Beloved,Toni Morrison,"Morrison, Toni",,"=""1400033411""","=""9781400033416""",3,3.88,Vintage,Paperback,324,2004,1987,2019/11/13,2010/12/18,"slave-trade, audiobook, library, pulitzer","slave-trade (#4), audiobook (#96), library (#133), pulitzer (#23)",read,,,,1,,,0,,,,,
43062975,Inland,Téa Obreht,"Obreht, Téa","Anna Chlumsky, Edoardo Ballerini, Euan Morton","=""0449807053""","=""9780449807057""",4,3.45,Random House Audio Publishing Group,Audio CD,14,2019,2019,2019/11/30,2019/08/16,"audiobook, library","audiobook (#98), library (#134)",read,,,,1,,,0,,,,,
43209291,Akin,Emma Donoghue,"Donoghue, Emma",,"=""""","=""""",3,3.69,"Little, Brown and Company",Hardcover,352,2019,2019,2019/11/21,2019/09/03,library,library (#132),read,,,,1,,,0,,,,,
16061734,May We Be Forgiven,A.M. Homes,"Homes, A.M.",,"=""0670025488""","=""9780670025480""",5,3.67,Viking,Hardcover,480,2012,2012,2019/11/05,2019/05/30,"womens-prize-for-fiction, audiobook, library, 5-star","womens-prize-for-fiction (#9), audiobook (#95), library (#131), 5-star (#99)",read,,,,1,,,0,,,,,
11761,Underworld,Don DeLillo,"DeLillo, Don",,"=""0330369954""","=""9780330369954""",3,3.93,Picador,Paperback,827,1999,1997,2019/11/04,2019/09/05,library,library (#128),read,,,,1,,,0,,,,,
6278270,The Principles of Product Development Flow: Second Generation Lean Product Development,Donald G. Reinertsen,"Reinertsen, Donald G.",,"=""1935401009""","=""9781935401001""",0,4.17,Celeritas Publishing,Hardcover,276,2009,2009,,2019/10/28,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
40037112,Exactly: How Precision Engineers Created the Modern World,Simon Winchester,"Winchester, Simon",,"=""0008241775""","=""9780008241773""",5,4.13,William Collins,Paperback,336,2018,2018,2018/09/07,2018/07/01,"audiobook, library, non-fiction, 5-star","audiobook (#57), library (#73), non-fiction (#45), 5-star (#93)",read,,,,1,,,0,,,,,
40928681,From A to Eames: A Visual Guide to Mid Century Modern Design,Lauren Whybrow,"Whybrow, Lauren",,"=""1925811018""","=""9781925811018""",3,3.30,Smith Street Books,Hardcover,112,2019,,2019/10/10,2019/10/05,non-fiction,non-fiction (#59),read,,,,1,,,0,,,,,
36203391,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""1787330419""","=""9781787330412""",5,3.67,Jonathan Cape,Paperback,288,2018,2018,2019/03/21,2019/01/28,"5-star, lingering-effect","5-star (#95), lingering-effect (#38)",read,,,,1,,,0,,,,,
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",4,4.40,Tor Books,Hardcover,512,2015,2008,2019/09/27,2018/10/26,"audiobook, library, lingering-effect","audiobook (#94), library (#129), lingering-effect (#37)",read,,,,1,,,0,,,,,
40961543,The Reluctant Fundamentalist,Mohsin Hamid,"Hamid, Mohsin",,"=""""","=""""",4,3.71,Mariner Books; 1 edition,Kindle Edition,228,2007,2007,2019/10/07,2019/09/11,"audiobook, library","audiobook (#93), library (#127)",read,,,,1,,,0,,,,,
3539006,The Dunwich Horror and Other Stories,H.P. Lovecraft,"Lovecraft, H.P.",,"=""0141038764""","=""9780141038766""",3,4.20,Penguin,Mass Market Paperback,201,2008,1929,2012/04/04,2012/04/01,,,read,,,,1,,,0,,,,,
2615008,Netherland,Joseph O'Neill,"O'Neill, Joseph",,"=""0307377040""","=""9780307377043""",4,3.41,Pantheon,Hardcover,269,2008,2008,2019/05/22,2019/05/15,"audiobook, library, pen-faulkner-award","audiobook (#82), library (#107), pen-faulkner-award (#1)",read,,,,1,,,0,,,,,
30079724,Homesick for Another World,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0399562885""","=""9780399562884""",4,3.74,Penguin Press,Hardcover,294,2017,2017,2019/09/24,2019/08/11,library,library (#130),read,,,,1,,,0,,,,,
38899726,Little Faith,Nickolas Butler,"Butler, Nickolas",,"=""0062469738""","=""9780062469731""",0,3.92,Ecco,ebook,336,2019,,,2019/09/24,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
17593640,"Luck of a Lancaster: 107 Operations, 244 Crew, 103 Killed in Action",Gordon Thorburn,"Thorburn, Gordon",,"=""1781590737""","=""9781781590737""",3,4.03,Pen & Sword Books,Hardcover,240,2013,2013,2019/09/23,2019/08/11,"library, non-fiction, war","library (#122), non-fiction (#57), war (#61)",read,,,,1,,,0,,,,,
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385539258""","=""9780385539258""",0,4.31,Doubleday,Hardcover,720,2015,2015,,2019/09/17,kirkus,kirkus (#2),read,,,,0,,,0,,,,,
18467802,Euphoria,Lily King,"King, Lily",,"=""0802122558""","=""9780802122551""",4,3.84,Atlantic Monthly Press,Hardcover,256,2014,2014,2017/07/14,2017/07/08,"audiobook, library, kirkus","audiobook (#26), library (#20), kirkus (#1)",read,,,,1,,,0,,,,,
35259724,Behold the Dreamers,Imbolo Mbue,"Mbue, Imbolo",,"=""0525509712""","=""9780525509714""",4,3.93,Random House Trade,Paperback,400,2017,2016,2019/09/12,2019/08/24,"library, pen-faulkner-award","library (#126), pen-faulkner-award (#6)",read,,,,1,,,0,,,,,
37959904,Unsheltered,Barbara Kingsolver,"Kingsolver, Barbara",,"=""0062865501""","=""9780062865502""",4,3.62,HarperAudio,Audiobook,,2018,2018,2019/09/10,2019/02/27,"audiobook, library","audiobook (#92), library (#125)",read,,,,1,,,0,,,,,
40227699,Improvement,Joan Silber,"Silber, Joan",,"=""1640091130""","=""9781640091139""",0,3.53,Counterpoint LLC,Paperback,240,2018,2017,,2019/09/08,"to-read, pen-faulkner-award","to-read (#16), pen-faulkner-award (#8)",to-read,,,,0,,,0,,,,,
18045340,We Are All Completely Beside Ourselves,Karen Joy Fowler,"Fowler, Karen Joy",,"=""""","=""""",3,3.71,Putnam Adult,Kindle Edition,321,2013,2013,2015/03/12,2015/02/22,"booker-shortlist, pen-faulkner-award","booker-shortlist (#3), pen-faulkner-award (#7)",read,It started smug and self-conscious. The middle two-thirds were pretty good... but sadly the last part was rambling and confusing. Peter Singer messages in semi-autobiographical novel form. Meh.,,,1,,,0,,,,,
53360,A Testament of Hope: The Essential Writings and Speeches,Martin Luther King Jr.,"Jr., Martin Luther King",James Melvin Washington,"=""0060646918""","=""9780060646912""",0,4.55,HarperOne,Paperback,702,2003,1986,,2019/09/06,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
1058452,The Caprices,Sabina Murray,"Murray, Sabina",,"=""080214313X""","=""9780802143136""",4,3.71,Grove Press,Paperback,210,2007,2002,2019/09/03,2019/07/03,"war, library","war (#60), library (#124)",read,,,,1,,,0,,,,,
77142,Snow Falling on Cedars,David Guterson,"Guterson, David",,"=""067976402X""","=""9780679764021""",3,3.84,Vintage,Paperback,460,1995,1994,,2010/12/18,pen-faulkner-award,pen-faulkner-award (#5),read,,,,1,,,0,,,,,
12374,Independence Day,Richard Ford,"Ford, Richard",,"=""0099447126""","=""9780099447122""",3,3.86,Vintage,,464,2003,1995,2011/01/08,2010/12/13,"unlikeable-male-protagonist, pulitzer, pen-faulkner-award","unlikeable-male-protagonist (#6), pulitzer (#7), pen-faulkner-award (#4)",read,,,,1,,,0,,,,,
235773,Waiting,Ha Jin,"Jin, Ha",,"=""0375706410""","=""9780375706417""",4,3.52,Vintage,Paperback,310,2000,1999,2011/12/22,2011/12/05,pen-faulkner-award,pen-faulkner-award (#3),read,,,,1,,,0,,,,,
5826,Bel Canto,Ann Patchett,"Patchett, Ann",,"=""0060838728""","=""9780060838720""",4,3.93,Harper Perennial,Paperback,318,2005,2001,,2010/12/18,"womens-prize-for-fiction, pen-faulkner-award","womens-prize-for-fiction (#1), pen-faulkner-award (#2)",read,,,,1,,,0,,,,,
